STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),sector,Sector,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2013,,52.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2014,,52.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2015,,51.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2016,,50.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2017,,49.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2018,,49.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2019,,49.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2020,,57.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2021,,56.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2022,,53.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2023,,52.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,AT,Austria,2024,,56.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2013,,55.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2014,,55.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2015,,53.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2016,,53.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2017,,52.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2018,,52.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2019,,51.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2020,,58.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2021,,54.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2022,,52.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2023,,53.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BE,Belgium,2024,,54.5,,p,provisional,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2013,,37.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2014,,43.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2015,,40.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2016,,34.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2017,,34.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2018,,37.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2019,,36.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2020,,41.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2021,,41.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2022,,41.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2023,,38.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,BG,Bulgaria,2024,,39.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2013,,33.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2014,,33.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2015,,33.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2016,,33.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2017,,33.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2018,,33.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2019,,33.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2020,,38.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2021,,35.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2022,,33.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CH,Switzerland,2023,,33.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2013,,46.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2014,,52.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2015,,43.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2016,,39.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2017,,38.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2018,,44.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2019,,40.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2020,,45.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2021,,42.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2022,,38.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2023,,42.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CY,Cyprus,2024,,40.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2013,,42.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2014,,42.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2015,,41.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2016,,39.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2017,,38.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2018,,40.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2019,,40.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2020,,46.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2021,,45.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2022,,43.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2023,,43.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,CZ,Czechia,2024,,43.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2013,,45.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2014,,44.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2015,,44.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2016,,44.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2017,,44.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2018,,44.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2019,,45.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2020,,51.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2021,,50.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2022,,49.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2023,,48.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DE,Germany,2024,,49.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2013,,55.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2014,,55.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2015,,54.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2016,,52.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2017,,50.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2018,,50.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2019,,49.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2020,,53.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2021,,49.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2022,,45.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2023,,47.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,DK,Denmark,2024,,47.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2013,,50.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2014,,49.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2015,,48.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2016,,47.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2017,,47.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2018,,47.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2019,,47.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2020,,53.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2021,,52.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2022,,50.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2023,,49.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA19,Euro area - 19 countries  (2015-2022),2024,,49.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2013,,50.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2014,,49.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2015,,48.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2016,,47.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2017,,47.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2018,,47.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2019,,47.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,EA20,Euro area – 20 countries (from 2023),2020,,53.6,,,,,
