STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),sector,Sector,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2016,,34.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2017,,33.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2018,,33.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2019,,34.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2020,,42.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2021,,37.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2022,,36.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2023,,37.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LT,Lithuania,2024,,39.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2013,,41.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2014,,40.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2015,,40.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2016,,40.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2017,,41.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2018,,42.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2019,,43.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2020,,47.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2021,,42.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2022,,44.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2023,,47.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LU,Luxembourg,2024,,46.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2013,,39.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2014,,40.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2015,,40.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2016,,38.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2017,,39.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2018,,40.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2019,,39.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2020,,44.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2021,,46.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2022,,44.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2023,,43.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,LV,Latvia,2024,,45.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2013,,40.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2014,,39.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2015,,37.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2016,,35.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2017,,32.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2018,,34.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2019,,34.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2020,,42.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2021,,39.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2022,,37.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2023,,36.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,MT,Malta,2024,,38.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2013,,47.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2014,,46.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2015,,45.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2016,,43.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2017,,42.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2018,,42.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2019,,42.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2020,,47.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2021,,45.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2022,,43.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2023,,44.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NL,Netherlands,2024,,44.4,,p,provisional,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2013,,44.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2014,,45.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2015,,49.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2016,,51.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2017,,50.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2018,,48.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2019,,51.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2020,,57.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2021,,47.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2022,,38.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2023,,46.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,NO,Norway,2024,,49.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2013,,43.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2014,,42.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2015,,41.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2016,,41.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2017,,41.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2018,,41.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2019,,41.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2020,,47.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2021,,43.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2022,,43.2,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2023,,46.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PL,Poland,2024,,49.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2013,,50.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2014,,51.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2015,,48.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2016,,44.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2017,,45.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2018,,43.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2019,,42.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2020,,49.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2021,,47.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2022,,43.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2023,,42.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,PT,Portugal,2024,,42.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2013,,35.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2014,,35.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2015,,35.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2016,,34.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2017,,33.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2018,,34.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2019,,36.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2020,,41.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2021,,39.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2022,,40.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2023,,40.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,RO,Romania,2024,,43.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2013,,52.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2014,,51.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2015,,50.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2016,,50.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2017,,50.3,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2018,,50.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2019,,49.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2020,,53.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2021,,50.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2022,,49.4,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2023,,50.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SE,Sweden,2024,,50.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2013,,57.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2014,,50.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2015,,49.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2016,,46.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2017,,44.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2018,,44.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2019,,43.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2020,,51.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2021,,49.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2022,,47.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2023,,46.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SI,Slovenia,2024,,46.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2013,,41.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2014,,42.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2015,,44.1,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2016,,40.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2017,,39.8,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2018,,39.7,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2019,,40.6,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2020,,44.5,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2021,,44.9,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2022,,43.0,,,,,
dataflow,ESTAT:TEC00023(1.0),Total general government expenditure,A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TE,Total general government expenditure,S13,General government,SK,Slovakia,2023,,48.0,,,,,
